ID,Título,Subtítulo,Texto da Redação,Competências,Notas das Competências,Comentários das Competências,Nota Final
000011,Carnaval e apropriação cultural,Apropriação cultural significa uma pessoa...,"Apropriação cultural significa uma pessoa poder usar elementos de outrasculturaculturascomo roupas, símbolos e vários outroselementos. Queelementos quetenham algum significado para determinada cultura. Ao usar em um festival comocarnavalo Carnavala ""fantasia"" de índioestará cometendoapropriação cultural,sim estará pois nãoáhánem um indígena no local que permitiu fazer o uso da sua cultura.Apropriação cultural só acontece quando você faz o uso da cultura sem a permissão do grupo e quando a zombam. Mas se você fizer o uso dos elementos da cultura no meio daquele povo com o consenso deles, até elesse agradaramficarão agradados,pois mostrará como uma forma de respeito e interesse pela cultura. Apropriação cultural foi um tema muito debatido após o carnaval de 2020ondequandohouve até famosos que fizeram esta atitude.","Demonstrar domínio da norma culta da língua escrita.; Compreender a proposta da redação e aplicar conceito das várias áreas de conhecimento para desenvolver o tema, dentro dos limites estruturais do texto dissertativo-argumentativo.; Selecionar, relacionar, organizar e interpretar informações, fatos, opiniões e argumentos em defesa de um ponto de vista.; Demonstrar conhecimento dos mecanismos linguísticos necessários para a construção da argumentação.; Elaborar a proposta de solução para o problema abordado, mostrando respeito aos valores humanos e considerando a diversidade sociocultural.",0; 0; 0; 0; 0,,0
000012,Carnaval e apropriação cultural,Dar voz para quem não a possui,"A apropriação cultural acontece quando um indivíduoutiliza elementos de um povo sem ser parte dele como mero acessórioutiliza como meros acessórios elementos da cultura de um povo do qual não faz parte. NoCarnaval especificamenteCarnaval, especificamente,esse ato deapoderar-seapropriaçãopode ser considerado mais grave, uma vez que o sujeito usa os adereços de um grupo como mera fantasia,anulando o costume exclusivo de uma estirpe. No entanto, deve haver diferenciação quando os adornos são usados como forma de manifestação e para fortalecer uma comunidade, tratando-se de algo nobre e nãodeapoderamentoapropriação. Portanto o carnavaléPortanto, o Carnaval é,além de uma época defestividadesfestividades,também uma forma de estimular a interpretação edebatero debate sobrequando uma etnia está sendo meramente usurpada paraentretenimentoentretenimento,bem como os trajes intercorrem aos protestos para que a visibilidade deles aumentemaumentem,mas acabam sem receber a devida importância pela falta de compreensão da sociedade. Resta então ao receptorResta, então, ao receptorentender a mensagem carnavalesca do emissor, cabendo a todos aproveitar essa temporada do ano com respeito e sensatez.","Demonstrar domínio da norma culta da língua escrita.; Compreender a proposta da redação e aplicar conceito das várias áreas de conhecimento para desenvolver o tema, dentro dos limites estruturais do texto dissertativo-argumentativo.; Selecionar, relacionar, organizar e interpretar informações, fatos, opiniões e argumentos em defesa de um ponto de vista.; Demonstrar conhecimento dos mecanismos linguísticos necessários para a construção da argumentação.; Elaborar a proposta de solução para o problema abordado, mostrando respeito aos valores humanos e considerando a diversidade sociocultural.",80; 80; 120; 80; 80,"1) Em termos de linguagem, destaque-se o quarto parágrafo, que é extremamente confuso (devido à sintaxe truncada) prejudicando o texto como um todo.; 2) Em termos de estrutura, o texto deixa a desejar, em parte por causa do quarto parágrafo. De qualquer forma, há uma tentativa superficial de definir a apropriação cultural e apontar quando ela é positiva ou negativa nos três parágrafos iniciais, que são o que se salvam da redação. Mesmo assim, não existe uma sequência dissertativa, nem uma linha de raciocínio.; 3) Há um esboço de argumentação na reflexão sobre os aspectos positivos ou negativos do uso de elementos de outras culturas e é isso que garante uma pontuação maior nesta competência.; 4) O texto não é coeso, em especial pela ruptura abrupta que se dá entre os três primeiros parágrafos e os dois últimos.; 5) A conclusão lembra aquele expressão de que o autor não é a favor nem contra, muito pelo contrário. A solução que ele aponta é jogar o problema no colo do espectador das manifestações carnavalescas, cabendo-lhe decidir se houve ou não apropriação cultural. Isso não é uma solução para o problema.",440
000013,Carnaval e apropriação cultural,Carnaval: sinônimo de composição cultural,"A cultura brasileira é resultado da mistura de raças, etnias,crenças, valores,crenças e valores,entre outroselementos. Logo, o carnaval é fruto dessa miscigenação. Por isso, afirmar que essa festa - sinônimo de alegria e união - não deve recebercontribuiçõesexternas, éexternas éum equívoco. Ademais, na contemporaneidade, vive-se uma realidade globalizada, o que resulta naunificação política, econômica e, também, cultural. As interferências culturais não são mais vistas como uma ameaça, mas sim como um meio de unificar a humanidade. Nas últimas décadas, os sambódromos têm sido palco de inúmeras questões políticas, geográficas, ideológicas ou étnicas. Essa festa não tem apenas retratado a realidadebrasileirabrasileira,como também a realidade universal.Destarte, por que não inserira cultura nativanos diversos espaços ou contextos? Intelectuais da literatura, como Oswald de Andrade, defendiam a aglutinação cultural estrangeira para, assim, criar uma nova cultura. Portanto, a troca de culturas é algo idealizado há tempo. Por conseguinte, é imprescindível que cada indivíduo perceba o povo como um só - único, universal - mesmo repleto de diferenças. Dessa forma, a inserção de culturas distintas, onde quer que seja, será vista como parte de um todo e não como símbolo de discriminação ou preconceito.","Demonstrar domínio da norma culta da língua escrita.; Compreender a proposta da redação e aplicar conceito das várias áreas de conhecimento para desenvolver o tema, dentro dos limites estruturais do texto dissertativo-argumentativo.; Selecionar, relacionar, organizar e interpretar informações, fatos, opiniões e argumentos em defesa de um ponto de vista.; Demonstrar conhecimento dos mecanismos linguísticos necessários para a construção da argumentação.; Elaborar a proposta de solução para o problema abordado, mostrando respeito aos valores humanos e considerando a diversidade sociocultural.",120; 120; 120; 120; 120,,600
000014,Carnaval e apropriação cultural,Multiculturalismo carnavalesco,"O carnaval no Brasil é uma tradição que simboliza a alegria do povo brasileiro. Todos os anos, osfesteirosfoliõessurpreendem com as fantasias criativas, exuberantes e muitas vezes ousadas. Infelizmente,surpreendem, nem sempreporém, nem sempre surpreendemde forma positiva,poispois,dependendo da escolha dos adereços,podepodemcausarpolêmica, principalmente por vivermos em um momento histórico em que tanto se discute a respeito domulticulturalismo. O Brasil é um país que possui uma diversidade cultural muito grande e é reconhecido porserterum povo acolhedor. No entanto, a fama não impede que existam situações que causampolêmicasrelacionadasà discriminação. Muitas vezes, pessoas se encontram empolêmicaspor descuido, outras por desrespeito. A fantasia carnavalesca, com referência indígena, da atriz Alessandra Negrinida atriz Alessandra Negrini, com referências indígenas,é um exemplo depolêmicarelacionada aomulticulturalismo. Enquanto alguns interpretaram a fantasia como uma forma de desrespeito cultural, outros entenderam que se tratava de uma fantasia como outra qualquere queo importante é o momento festivo,e queo objetivo da fantasia foi sairda ""fantasia habitual""e apenas entrar no clima carnavalesco. Diante da situação, o importante é manter o diálogo e ouvir sempre os dois lados, pois aofensaofensa,nessecasocaso,entra no campo da interpretação,poispois,no caso emquestãoquestão,não se observa umaofensa direta. O cuidado deve ser no sentido de não enquadrar tudo o que é diferente como ofensivo, poisnesse casotudo seria desrespeito a culturas diferentes.","Demonstrar domínio da norma culta da língua escrita.; Compreender a proposta da redação e aplicar conceito das várias áreas de conhecimento para desenvolver o tema, dentro dos limites estruturais do texto dissertativo-argumentativo.; Selecionar, relacionar, organizar e interpretar informações, fatos, opiniões e argumentos em defesa de um ponto de vista.; Demonstrar conhecimento dos mecanismos linguísticos necessários para a construção da argumentação.; Elaborar a proposta de solução para o problema abordado, mostrando respeito aos valores humanos e considerando a diversidade sociocultural.",120; 120; 80; 120; 80,"1) O texto traz muitos problemas de gramática e linguagem. Repete palavras que são conceitos fundamentais de sua tese, sem se preocupar em deixar claro o que elas significam e como se relacionam entre si. Por exemplo, ao falar de ""multiculturalismo"", o autor não se dá conta de que não explicou para o leitor o que ele é, quais suas implicações com fantasias carnavalescas e com discriminação. Provavelmente, considera que tudo isso está subentendido, mas não está. É preciso explicitar, esclarecer o sentido exato dos conceitos usados.; 2) O autor entendeu o tema, mas o desenvolvimento deixa a desejar. É bastante superficial e as ideias do autor não são apresentadas ao leitor com clareza suficiente.; 3) Os argumentos do autor, que procura ser bem isento em relação à apropriação cultural, são vagos. O melhor exemplo é o de dizer que a fantasia da atriz visava apenas a ""sair da fantasia habitual"". O que é ""fantasia habitual"" e o que as aspas que o autor pôs na expressão querem dar a entender? Aparentemente, o que o autor quer dizer é que esse tipo de fantasia pode não ser necessariamente um desrespeito, mas, ao contrário, uma homenagem, uma celebração da cultura retratada. O que isso tem que ver com ""fantasia habitual""? O leitor não tem como descobrir.; 4) O texto é relativamente coeso, mesmo diante do uso parcimonioso de recursos coesivos.; 5) A conclusão é superficial demais e apela para outra dicotomia: a ofensa (simples) e a ""ofensa direta"", que estariam relacionadas não à fantasia, mas à interpetação que se tem dela. Nas últimas linhas, o autor trata de outro problema, não diretamente relacionado ao Carnaval e ao tema: o ficar ofendido com ""tudo que é diferente"". O que há de diferente, por exemplo, numa fantasia de índio, que é uma das mais tradicionais do Carnaval brasileiro?",520
000015,Carnaval e apropriação cultural,Apropriação ou intercâmbio?,"O uso de fantasias e alegorias no CarnavalNo carnaval, o uso de fantasias e alegoriasque remetem àsculturas inferiorizadasé criticado por diversas pessoas como sendo um caso de apropriação cultural. Entretanto, é preciso saber diferenciar apropriação de intercâmbio cultural, uma vez que a primeira agrava o preconceito e o desprestígio, enquanto o outro procura não só homenagear, mas também trazer notoriedade para a cultura e às causasenfrentadaspela mesmapor elas enfrentadas. Dito isto, é importante notar que a apropriação cultural está vinculada a uma prática dedesméritodemérito, pois umaetniaque é retratada sem contextualização e resumida em um vestuário bonito e exótico tem sua imagem estereotipada, como também seu valor esquecido. No Carnaval, as pessoas apreciam plumagens exuberantes, por exemplo, sem conhecerem os maus tratos aos pássaros e todo o comércio por trás de fantasias que servem somente de entretenimento. Contudo, o intercâmbio cultural é completamente diferente, pois trata-se de uma homenagema qualqueconsidera a história e as batalhas de uma cultura como aspectos fundamentais para retratá-la com veracidade. Por exemplo, ""O Guarani"" e mais outros livros do romancista José de Alencar utilizaram o encontro do branco com o índio como uma narrativaque evidenciou um Brasil ignorado por muitos. Traçando um paralelo, as escolas de samba têm a oportunidade de usar de sua visibilidade para alavancar políticas sociais e ambientais em prol dasminorias. Assim, concluímos que a problemática de se retratarculturas inferiorizadasno Carnaval está na maneira como a mensagem é transmitida. A fim de evitar a apropriação cultural, as escolas de samba que optarempelo temaprecisam expor as dificuldades quediversas etniasenfrentam na sociedade, dando a oportunidade aos indivíduos pertencentes às tais culturas de participarem dos desfiles e de se expressarem para milhões de pessoas, despertando assim o interesse no espectador em participar ativamente das batalhasdessas etnias.","Demonstrar domínio da norma culta da língua escrita.; Compreender a proposta da redação e aplicar conceito das várias áreas de conhecimento para desenvolver o tema, dentro dos limites estruturais do texto dissertativo-argumentativo.; Selecionar, relacionar, organizar e interpretar informações, fatos, opiniões e argumentos em defesa de um ponto de vista.; Demonstrar conhecimento dos mecanismos linguísticos necessários para a construção da argumentação.; Elaborar a proposta de solução para o problema abordado, mostrando respeito aos valores humanos e considerando a diversidade sociocultural.",120; 200; 160; 200; 160,"1) As expressões marcadas em vermelhas causam uma grande confusão conceitual no texto. O problema é linguístico, pois o autor não soube se expressar. Usou como se fossem sinônimos ""culturas inferiorizadas"", ""minorias"" e ""etnias"", mas esses termos não são sinônimos. Além disso, a expressão ""culturas inferiorizadas"" é uma expressão não muito adequada. Melhor seria, por exemplo, falar em ""culturas e etnias minoritárias"", englobando os três aspectos de um mesmo caso em que pode haver apropriação cultural ou homenagem. Outra coisa: ""optarem pelo tema"" (no parágrafo conclusivo). A que tema o autor se refere? É necessário explicitá-lo.; 2) O autor entendeu o tema e fez sobre ele uma reflexão adequada e pertinente.; 3) A argumentação é convincente, mas o exemplo de José de Alencar, embora pertinente, traz uma incorreção. Alencar não mostrou ""um Brasil ignorado por muitos"". Ele valorizou a cultura e os costumes indígenas.; 4) Texto coeso, devido ao uso correto dos recursos coesivos.; 5) A conclusão incorre no problema apontado sobre a linguagem.",840
000016,Carnaval e apropriação cultural,A apropriação cultural contínua,"A apropriação cultural contínua das escolas de samba sobre a diversidade de culturas em suas alegorias efantasias, expressamfantasias expressamalgo sem ao menos ter conhecimento sobre as suas origens e tradições. Em seu vídeo publicado noyoutubeYoutube,a ativista KatúMirim, relataMirim relatacomo a sociedade expõe certa cultura e seus modos de agir ao público sem haver estudado sobreaoseu fato histórico e a cada símbolo retratado, torna-se ato de racismo. Desde o períodocolonialcolonial,é lícito dizer que há uma grande miscigenação de raças,idiomase diversas culturas no Brasil.E isso faz que a etnia na qual é alvo pertinência seja aberta de modo que tenha conhecimento sobre seus desafios e dificuldades diárias e a cada objeto simbólico estudado. Não tendo teorias sobre o tema abordado podegerarconflitos entre as raças e a sociedade,gerandoviolência,derespeitodesrespeitoe racismo. Ademais a persistência em demonstrar multiculturas encaradas como homenagem se torna uma ofensa. Taispovos por exemplo comopovos, como, por exemplo,negros e indígenas, quando possuem acessórios, roupas e outros objetos do povo branco,temtêmolhares de discriminação sobre a sociedade encaradas de forma etnocêntrica. Por tudo isso, oministério de educação e culturadevemMinistério da Educação deveapresentar a comunidade em forma de palestras e práticas em todos os institutos abertos ao corpo social a diversidade de grupos que há em nosso país, e que saibam usufruir este conhecimento e expor tal etnia em grandes eventos com fatos relatados.","Demonstrar domínio da norma culta da língua escrita.; Compreender a proposta da redação e aplicar conceito das várias áreas de conhecimento para desenvolver o tema, dentro dos limites estruturais do texto dissertativo-argumentativo.; Selecionar, relacionar, organizar e interpretar informações, fatos, opiniões e argumentos em defesa de um ponto de vista.; Demonstrar conhecimento dos mecanismos linguísticos necessários para a construção da argumentação.; Elaborar a proposta de solução para o problema abordado, mostrando respeito aos valores humanos e considerando a diversidade sociocultural.",20; 80; 20; 20; 20,,160
000017,Carnaval e apropriação cultural,Muito além da fantasia,"Carnaval é alegria, diversão,contravenção. É o momento de se despir do maçante compromisso cotidiano das relações profissionais e se permitir sorrir e brincar. Por isso, usar fantasias, roupas coloridas, chapéus estilizados e outros adereços, que nos permitam compartilhar essa felicidade com outros cidadãos, não pode ser encarado como ofensivo ou uma apropriação indevida de uma cultura por outra. É importante salientar, inicialmente, que as pessoas vão para as ruas para se divertir, esquecer por instantes os problemas e lutas cotidianas.Querem comida, diversão e artepara dar um sentido mais amplo a sua existência. O que prevalece nesse momento é a brincadeira, o lúdico, o entretenimento, passando ao longe a ideia de hostilizar e humilhar qualquersegmento ideológico e cultural, mesmo a cultura indígena, tão sofrida e desrespeitada, principalmente pela classe política. Convém ressaltar que o desrespeito não advém do fato de as pessoas usarem cocares ou adereços que façam referência à cultura indígena. Ele se consolida na não aceitação da formaemque eles vivem, no preconceito contra os nativos, na hostilidade que sofrem ou sofreram, como no caso do indígena incendiado em um ponto de ônibus em Brasília, na invasão e expulsão de suas terras, nopensamento estilizadodeque eles são vagabundos. Esses fatores, somados, revelam um profundo desprezo e demonstram o quanto precisamos fazer e transformar para garantir a eles uma existência digna. Com isso, focar a atenção em fantasias de carnaval é perder tempo com polêmicas supérfluas diante do gigantesco desafio de eliminar as graves agressões sofridas historicamente. Eles precisam de respeito, reconhecimento, segurança e que seus direitos, como cidadãos brasileiros, sejam respeitados. Necessitam que o governo garanta a inviolabilidade do seu território para não se tornarem vítimas de exploradores gananciosos. Por fim, cabe aos governantes eaàsociedade civil organizada mudar o rumo dessa verdadeira tragédia para que eles não percam sua identidade.","Demonstrar domínio da norma culta da língua escrita.; Compreender a proposta da redação e aplicar conceito das várias áreas de conhecimento para desenvolver o tema, dentro dos limites estruturais do texto dissertativo-argumentativo.; Selecionar, relacionar, organizar e interpretar informações, fatos, opiniões e argumentos em defesa de um ponto de vista.; Demonstrar conhecimento dos mecanismos linguísticos necessários para a construção da argumentação.; Elaborar a proposta de solução para o problema abordado, mostrando respeito aos valores humanos e considerando a diversidade sociocultural.",160; 200; 200; 200; 200,,960
000018,Carnaval e apropriação cultural,As fantasias no carnaval,"OcarnavalCarnavalé uma das maiores festas noBrasil, eBrasil enele vemos fantasiastanto conservadoras quanto vulgares.Nos últimostempostempos,vemos muitas pessoas a favor ou contra fantasias deíndiosíndioou as pessoas usarem um simples turbante na cabeça, que pode se resumir em apropriação cultural. Há muitas pessoas queconcordam com esse tipo de fantasia,poispois,para eles, estão ajudandoa índiosíndiosouapessoaspessoasdentro de uma certareligião, seremreligião a seremaceitas pelas outras. Essas mesmas pessoas que pensam que estão ajudando, mas se sentem ofendidosEssas mesmas pessoas, no entanto, sentem-se ofendidasquando índios usam uma roupa ou algum acessório tipicamente usados por pessoas brancas e da cidade,poispois,para eles,índios deveriam passar suas vidas inteiras dentro das florestas, isso tudo por falta de informações. A maioria das pessoas que são contra o usoda fantasia, acreditamdesse tipo de fantasia acreditaque ocarnavalCarnavalé paradiversão, e não para fingir ser uma pessoa cujo você não sabe o que ela passa durante o resto do ano, porque isso é uma ótima maneira de se mostrar um grande hipócrita. Em virtude do que foi mencionado, é um grande erro apropriar-se da cultura dos que sofrem racismo, muitas vezesvindavindodevocêmesmo. Nunca sabemos o que a outra pessoapassa, epassa e,mesmo se soubéssemos, não é uma razão paravocêdar vida a um simples personagemdequevocênão irá se lembrar pelo resto do ano, até o próximocarnavalCarnaval.","Demonstrar domínio da norma culta da língua escrita.; Compreender a proposta da redação e aplicar conceito das várias áreas de conhecimento para desenvolver o tema, dentro dos limites estruturais do texto dissertativo-argumentativo.; Selecionar, relacionar, organizar e interpretar informações, fatos, opiniões e argumentos em defesa de um ponto de vista.; Demonstrar conhecimento dos mecanismos linguísticos necessários para a construção da argumentação.; Elaborar a proposta de solução para o problema abordado, mostrando respeito aos valores humanos e considerando a diversidade sociocultural.",80; 80; 80; 80; 80,,400
000019,Carnaval e apropriação cultural,Apropriação cultural é só no carnaval?,"No que se refere à apropriaçãoculturalcultural,é possível afirmar que éum termouma expressãoque está sendo bastante discutida nos últimos anos, tendo em vistaqueque,em época decarnavalcarnaval,a reflexão sobreoesseapoderamento aumenta pelas polêmicas, é um assunto a se pensar durante todo tempo. Para a a UNESCO (Organização das Nações Unidas para a Educação, a Ciência e Cultura), a cultura confere ao ser humano a capacidade de refletir sobre si mesmo, através da reflexão, o homem compreende valores e procura novos significados,entretantoa apropriação cultural refere-se a um determinado grupo social que é dominante que acaba adotando hábitos, vestimentas e comportamentos de outra cultura. No carnaval, as fantasias de índios e negros são comumente vistas nos blocos de rua eacabam sendobanalizadas e estereotipadas. Um grande problema desequestrarelementos de culturas não dominantes é usá-los demaneira descontextualizadas, causando uma desvalorização do seu realsignificado, enquanto os membros da cultura sofrem opressãosignificado e oprimindo os membros da cultura em questão.  A apropriação cultural e o intercâmbio culturaltemtêmsignificados distintos, um se apropria e o outro compartilha sua cultura e não há dominação de um grupo. Apesar de ser mais discutida no carnaval, a apropriação é vistatambémno cotidiano comoquandouma pessoa branca que decide usardreadse é vista como uma pessoaestilosa e o negroestilosa. Já o negro,usando o mesmoelementoelemento,é discriminado ou percebido de formapejorativopejorativapela sociedade. Fica claro, portanto, que por mais que o assunto esteja sendo repercutido, ainda assim não tem a visibilidade para que todos possam enxergar a importância da problematização e para que seja entendida, apropagação de propagandaspoderia atingir opúblico alvopúblico-alvorapidamente, trazendo conscientização entre todas as faixas etárias.","Demonstrar domínio da norma culta da língua escrita.; Compreender a proposta da redação e aplicar conceito das várias áreas de conhecimento para desenvolver o tema, dentro dos limites estruturais do texto dissertativo-argumentativo.; Selecionar, relacionar, organizar e interpretar informações, fatos, opiniões e argumentos em defesa de um ponto de vista.; Demonstrar conhecimento dos mecanismos linguísticos necessários para a construção da argumentação.; Elaborar a proposta de solução para o problema abordado, mostrando respeito aos valores humanos e considerando a diversidade sociocultural.",80; 80; 80; 80; 80,,400
000020,Carnaval e apropriação cultural,Entender o outro,"É necessário cautela quando o assuntoé sobresãoculturas não relacionadas ao nosso campo de conhecimento e experiência de vida. A tolerância entre diferentes culturas também deve ser construída, o Estado e a sociedade precisam caminhar juntos com intuito de alcançar esta condescendência. OsOserhumanohumano,na suasubjetividadesubjetividade,possui valores,essesquemuitas vezes são invioláveis,pois em casos de resistência podem gerar insegurança, desconforto e insatisfação.A cultura em determinadas comunidades é considerada umvalorvelado, mesmovelado. Mesmoque a contemporaneidade brasileiraesteja em alinhamentosejafavorável à apropriaçãoculturalcultural,podemos ter divergência desse entendimentodentro deemculturas mais conservadoras. Usufruir deinsígniassímbolosde outras culturas no Carnaval, por mais que exista uma intenção benigna nessa atitude, como propagar diferentes culturas e de valorizar a diversidade, pode acabar ofendendo os nativos da comunidade que está sendo referenciada. Não é comum vermos nas inúmeras fantasias do Carnaval brasileiro as pessoas fazendo referência ao Estados Islâmico extremista ouaseusgruposgrupos,comopor exemploa Al-Qaeda. Organizações como essa se tornaram conhecidas por torturar e executar pessoas ou por atacar a outros países pelo fato de considerarem certas ações como uma agressão aos seus valores e princípios culturais. Obviamente, ao tratar desse assunto, saímos da esfera brasileira, mas as fantasias de Carnaval também se referenciam a culturas estrangeiras. O fato é que existe um conhecimento mais comum e facilitado da sociedade sobre as ações extremistas do Estado Islâmico devido ao alto grau de prejuízos gerados por elas, mas quando comparamos ao universo indígena as pessoas nãoretémretêma mesma quantidade de entendimento da cultura que constrói esse universo. Sabemos que a prática de tortura e execução não são comuns nos territórios indígenas, mas isso não significa que o valor atribuído a uma cultura não possa ser ofendido pelo simples fato do uso inadequado de uma determinada vestimenta. A apropriação cultural, mesmo com os inúmeros benefícios que ela pode trazer, deve ser realizada de forma minuciosa.A cultura do outro deve serestudada, pesquisada, analisada, entrevistadapara que essa apropriação seja feita de forma que não ofenda todo um povo e uma história. O Estado deve promover meios informativos e a sociedade precisa adquirir essesconhecimentosconhecimentos,antes de colocar em uso os aspectos de uma outra cultura, gerando dessa forma diálogo e entendimentointraculturaisinterculturaise diminuindo a intolerância.","Demonstrar domínio da norma culta da língua escrita.; Compreender a proposta da redação e aplicar conceito das várias áreas de conhecimento para desenvolver o tema, dentro dos limites estruturais do texto dissertativo-argumentativo.; Selecionar, relacionar, organizar e interpretar informações, fatos, opiniões e argumentos em defesa de um ponto de vista.; Demonstrar conhecimento dos mecanismos linguísticos necessários para a construção da argumentação.; Elaborar a proposta de solução para o problema abordado, mostrando respeito aos valores humanos e considerando a diversidade sociocultural.",160; 200; 160; 160; 160,,840
000021,Carnaval e apropriação cultural,Apropriação Cultural e o Racismo Velado,"No que se refere, aAapropriação cultural é umproblemaque está relacionado ao racismo.Dentre outras fatores, destaca-se um graveproblema, que é a pessoa não ter vivido os preconceitos raciais e ainda não conhecer a culturadeque estáapropriando-sese apropriandono Carnaval. Certamente, a apropriação cultural no Carnaval é um preconceito racial velado, pois a pessoa afirma nãoestáestarcometendo racismo. Usar cocar no Carnaval é ignorar o fato de muitos indígenas terem sido caçados e mortosno começo do Brasile ainda serem mortos até hoje. Além disso, o problema de uma pessoaestáestarusando pinturas corporais, cocares e roupas indígenas como uma fantasia carnavalesca, sem mesmo conhecer a história daquela cultura.Apropriação cultural é um ato de caçoarcom odopassado daquele povo, pois você não conhece a origem daquela cultura e os costumesdelasdela. Dessa forma,percebe-se a falta de conhecimento cultural que o próprio povo brasileiro tem de outras culturas nacionais e internacionais. São necessárias políticas públicas, doministério da educaçãoMinistério da Educação,paramaioresacessoacessosa escolas commaioresconhecimentoconhecimentosculturaisdo nosso próprio país e de outros.AssimAssim,teremos maisrespeitosrespeitocom nossas várias culturas brasileiras emundiaisinternacionais.","Demonstrar domínio da norma culta da língua escrita.; Compreender a proposta da redação e aplicar conceito das várias áreas de conhecimento para desenvolver o tema, dentro dos limites estruturais do texto dissertativo-argumentativo.; Selecionar, relacionar, organizar e interpretar informações, fatos, opiniões e argumentos em defesa de um ponto de vista.; Demonstrar conhecimento dos mecanismos linguísticos necessários para a construção da argumentação.; Elaborar a proposta de solução para o problema abordado, mostrando respeito aos valores humanos e considerando a diversidade sociocultural.",80; 120; 80; 80; 80,"1) Texto com muitos erros graves de gramática. O autor incorre em redundância frequentemente, usa expressões incompletas (""dentre outros fatores"") ou equivocadas (""no começo do Brasil"") e ainda uma frase com sintaxe truncada (assinalada em vermelho no início do terceiro parágrafo).; 2) Houve entendimento do tema e uma tomada de posição em relação a ele, mas o desenvolvimento do texto é redundante: os dois primeiros parágrafos declaram que a apropriação cultural é uma forma de racismo; os dois últimos que ele provém da falta de conhecimento.; 3) A atgumentação é insuficiente. O autor faz afirmações sem apresentar fatos que as comprovem.; 4) Desde o primeiro parágrafo, vemos problemas com os recursos coesivos. O texto começa com o uso incorreto de ""no que se refere a"" e termina com a repetição de expressões coesivas num mesmo parágrafo (""dessa forma"" e ""assim"", que têm o mesmo significado).; 5) A conclusão, além de redundante, é banal e genérica.",440
000022,Supremo Tribunal Federal e opinião pública,União entre o órgão público e a opinião pública,"Osupremo tribunal federalSupremo Tribunal Federalé definido como um órgão dealta instânciadopoder judiciárioPoder Judiciário,capazde defender as normas da Constituição federal. Vários problemas estãoem acontecimentos,acontecendoe o STFganha destaque sobre a população brasileira, devido ao impacto sobre a opinião pública, onde a sua atuação acaba agradando o brasileiro. Devido a vários impasses acontecidos no governo, osupremo tribunal federalSupremo Tribunal Federalrege com o seu papel em defender tanto as normas brasileiras, quanto a opinião pública, colocando em pauta sobre alguns acontecimentos como criminalização sobre o livro do beijo gay, mudanças na reforma da previdência e também o impacto ambiental, no que ocasionou também um dos assuntos discutidos pela opinião brasileira. Com a pesquisa do ponto de vista brasileiro sobre os impactos acontecidos e políticos, o STF acaba tendo um destaque sobre a população por exercer o seu papel de mostrar a avaliação que movimenta o órgão máximo dopoder judiciárioPoder Judiciário. Contudo, com a convicção entre o órgão público e a opinião pública, as pesquisas podem agradar ou não os brasileiros. Sendo assim, com essa união é possível abrandar aos problemas acontecidos, construindo com educação um Brasil mais abrangente e desenvolvido.","Demonstrar domínio da norma culta da língua escrita.; Compreender a proposta da redação e aplicar conceito das várias áreas de conhecimento para desenvolver o tema, dentro dos limites estruturais do texto dissertativo-argumentativo.; Selecionar, relacionar, organizar e interpretar informações, fatos, opiniões e argumentos em defesa de um ponto de vista.; Demonstrar conhecimento dos mecanismos linguísticos necessários para a construção da argumentação.; Elaborar a proposta de solução para o problema abordado, mostrando respeito aos valores humanos e considerando a diversidade sociocultural.",0; 0; 0; 0; 0,,0
